goos: darwin
goarch: arm64
pkg: github.com/zhangyunhao116/gomapbench
cpu: Apple M1 Pro
BenchmarkMapIter/Int/6-10           	27202274	        45.06 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/30-10           	224349876	         5.406 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/30-10           	222525429	         5.553 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/64-10           	221931672	         6.350 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/64-10           	222711018	         6.357 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/64-10           	220600890	         6.358 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/64-10           	189167022	         5.393 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/64-10           	188713948	         5.408 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/64-10           	222029316	         7.347 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/64-10           	186509472	         5.427 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/64-10           	220478535	         5.401 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/64-10           	203252763	         5.418 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/64-10           	221844931	         6.409 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/128-10          	204018729	         5.443 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/128-10          	221681070	         5.900 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/128-10          	204355510	         5.401 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/128-10          	203259505	         5.408 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/128-10          	220849173	         5.882 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/128-10          	204179337	         5.871 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/128-10          	187527969	         5.396 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/128-10          	221887814	         5.889 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/128-10          	203589998	         5.397 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/128-10          	204508938	         7.696 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/256-10          	222274239	         5.500 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/256-10          	221571031	         5.426 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/256-10          	217839973	         5.592 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/256-10          	204006994	         5.405 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/256-10          	222332941	         5.653 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/256-10          	221615650	         5.764 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/256-10          	216801727	         5.434 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/256-10          	220869667	         5.656 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/256-10          	221711122	         5.405 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/256-10          	221548021	         5.409 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/512-10          	220711980	         5.412 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/512-10          	221725904	         5.460 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/512-10          	221854467	         5.411 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/512-10          	222149954	         5.512 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/512-10          	221635383	         5.442 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/512-10          	222385098	         5.529 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/512-10          	222215619	         5.524 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/512-10          	218837102	         5.571 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/512-10          	212989851	         5.636 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/512-10          	222373713	         5.525 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/1024-10         	176990073	         5.895 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/1024-10         	198995899	         6.147 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/1024-10         	205832197	         5.757 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/1024-10         	214860609	         5.592 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/1024-10         	201070519	         5.969 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/1024-10         	199188775	         6.728 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/1024-10         	205877060	         6.163 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/1024-10         	193419375	         6.384 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/1024-10         	201267397	         6.391 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/1024-10         	209146377	         5.885 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/2048-10         	184455758	         6.320 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/2048-10         	202474390	         6.218 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/2048-10         	197559319	         6.942 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/2048-10         	188857796	         6.080 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/2048-10         	186297374	         6.453 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/2048-10         	185111923	         6.509 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/2048-10         	193463551	         6.162 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/2048-10         	194993144	         6.128 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/2048-10         	195217866	         6.320 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/2048-10         	198455013	         6.536 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/4096-10         	179699362	         6.430 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/4096-10         	185542908	         6.472 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/4096-10         	184575452	         6.361 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/4096-10         	178766366	         6.405 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/4096-10         	182658085	         6.413 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/4096-10         	189008474	         6.634 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/4096-10         	189961258	         6.503 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/4096-10         	192066710	         6.453 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/4096-10         	187897116	         6.502 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/4096-10         	185764216	         6.541 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/8192-10         	181435392	         6.637 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/8192-10         	180343282	         6.620 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/8192-10         	180829622	         6.492 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/8192-10         	184480346	         6.495 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/8192-10         	182367102	         6.501 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/8192-10         	178247955	         6.575 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/8192-10         	174937345	         6.563 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/8192-10         	181045207	         6.751 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/8192-10         	182636494	         6.516 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/8192-10         	184281421	         6.496 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/65536-10        	164936900	         7.477 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/65536-10        	163646866	         7.086 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/65536-10        	172909177	         7.102 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/65536-10        	173653946	         7.009 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/65536-10        	143356186	         8.443 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/65536-10        	164768000	         6.974 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/65536-10        	170641002	         7.154 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/65536-10        	170896928	         6.993 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/65536-10        	172277664	         7.099 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/65536-10        	170646754	         6.980 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/6-10              	126158433	         9.472 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/6-10              	126105254	         9.530 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/6-10              	126685243	         9.535 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/6-10              	125958062	         9.559 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/6-10              	138705900	         9.584 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/6-10              	135547999	         9.636 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/6-10              	125631740	         9.516 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/6-10              	125038879	         9.910 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/6-10              	126107042	         9.499 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/6-10              	124905831	         9.534 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/12-10             	190855983	         6.868 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/12-10             	183116028	        10.78 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/12-10             	141177494	         8.643 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/12-10             	100000000	        11.98 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/12-10             	100000000	        11.13 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/12-10             	100000000	        11.81 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/12-10             	100000000	        12.71 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/12-10             	196659492	         8.465 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/12-10             	198583287	         6.995 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/12-10             	176954654	         6.608 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/18-10             	168921117	         7.847 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/18-10             	148430486	         7.402 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/18-10             	152980684	         8.049 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/18-10             	147590401	         7.241 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/18-10             	170436913	         8.393 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/18-10             	163102923	         7.635 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/18-10             	169421251	         7.310 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/18-10             	166397887	         7.683 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/18-10             	160588825	         7.913 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/18-10             	136339743	         8.164 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/24-10             	178445040	         9.335 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/24-10             	128173248	        10.37 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/24-10             	131060041	         9.181 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/24-10             	100000000	        11.51 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/24-10             	100000000	        12.65 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/24-10             	152118644	        12.57 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/24-10             	100000000	        10.39 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/24-10             	170030130	         6.844 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/24-10             	100000000	        10.19 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/24-10             	122458861	        11.33 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/30-10             	166549561	         6.788 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/30-10             	100000000	        10.07 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/30-10             	166656346	         6.942 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/30-10             	179465953	         6.875 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/30-10             	160558779	         7.771 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/30-10             	168878832	         7.202 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/30-10             	158462056	         6.892 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/30-10             	175726216	         6.887 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/30-10             	168601198	         6.545 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/30-10             	166797150	         7.421 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/64-10             	175455058	         7.436 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/64-10             	138761800	         8.523 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/64-10             	100000000	        11.48 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/64-10             	140051368	         8.047 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/64-10             	120814460	         8.993 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/64-10             	100000000	        10.99 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/64-10             	100000000	        10.65 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/64-10             	146054619	        10.94 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/64-10             	137505963	         9.041 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Str/64-10             	146809657	         8.742 ns/op	       0 B/op	       0 allocs/op
